Time	Mean	Median	Upper	Lower
2019.0	773.0210258937095	612.5284740920047	2344.4881872179203	187.41683480859646
2015.1261464620784	777.5849777889824	628.753678358093	2198.680966351645	258.11444579805124
2011.2522929241568	686.5762725998965	572.8392080471431	1855.7605346908356	221.66673412720678
2007.3784393862352	369.80577679034656	308.43625093824636	969.4063396328304	112.29454168621395
2003.5045858483136	219.81526561444502	193.37158811042784	530.5444736972614	72.34445373741758
1999.630732310392	331.3284810572826	308.5394761070938	672.5735734366883	125.1458203593688
1995.7568787724704	430.95584933990557	405.6918954025136	816.5151109765063	198.95746442542816
1991.8830252345488	452.1520496515213	425.75437625893574	838.1496331590487	220.69186534414956
1988.0091716966272	457.6311015212975	431.5543940854436	838.5597069062062	229.08402844327443
1984.1353181587056	462.78504602961846	435.2798880841533	843.1212144605818	234.95720813386245
1980.261464620784	471.1797185648281	443.2858473229818	853.3392542083966	241.6860718558894
1976.3876110828623	476.12559848799015	449.8981227101616	853.3274167629845	244.8414413969637
1972.5137575449407	481.671711509297	454.44879433414815	874.7023279987119	244.1994630306924
1968.6399040070191	486.19444616756425	458.90939591238504	882.7462604393227	241.73558576972584
1964.7660504690975	493.21469458334275	465.4040678903318	905.6518884710166	230.15333631069154
1960.892196931176	517.4250520947008	479.619195505315	1026.3578697484413	236.15676569672158
1957.0183433932543	565.2192048838061	510.86548064866145	1257.9638548316009	252.00504193667945
1953.1444898553327	632.6388851334743	551.3119739385927	1484.8586813243728	280.90252518152846
1949.2706363174111	705.7527864357162	599.5778637603238	1680.1510809814029	312.0358647079554
1945.3967827794895	770.5912241133835	643.626476935825	1864.3531142209397	333.4570418445034
1941.522929241568	819.5066100770696	682.4398341807562	1985.3542975159971	351.81960131615966
1937.6490757036463	854.7134355271622	711.4827328833951	2079.8674483158957	362.7526313594973
1933.7752221657247	878.2739014744284	731.3917997472198	2153.297699048048	368.6006325655642
1929.901368627803	892.1068933608422	742.0553561985972	2191.0279454811553	371.313329530514
1926.0275150898815	900.2353703745142	748.6168654417231	2219.422772010233	371.870081986988
1922.1536615519599	905.6745888943576	751.1064610978174	2253.148391721121	372.1423254862024
1918.2798080140383	909.7940631284797	752.9086530073191	2277.569174257559	372.0804632010394
1914.4059544761167	911.9028030189124	753.7369983440669	2290.222710171199	371.313329530514
1910.532100938195	912.2731054094223	753.6384963177734	2294.7467518282406	370.58297782823144
1906.6582474002735	912.4314954108346	753.1287490274739	2303.4707170985553	368.8530673088214
1902.7843938623519	910.398927447999	751.6873143850936	2308.3209878072175	363.4897903302448
1898.9105403244303	905.4864485258843	748.9439552387474	2300.624682775544	354.9580712973424
1895.0366867865087	898.7867908749073	741.6804997774432	2294.7467518282406	335.0586375744493
1891.162833248587	890.2175744159086	732.5103666377828	2290.222710171199	309.3353615071874
1887.2889797106654	878.2949640567429	721.4423148638065	2285.946927263945	270.7945416612336
1883.4151261727438	860.509377956694	705.7717597216421	2275.8900550847156	233.65513772154378
1879.5412726348222	839.008716715692	685.4115561032351	2236.498281162738	214.84505169899876
1875.6674190969006	811.4010104019312	659.3801353585746	2196.750898628989	197.91227667799694
1871.793565558979	780.7224490662815	628.887047558517	2185.4833994295	187.4753297257593
1867.9197120210574	745.1175553188466	598.332180225426	2118.715336846795	179.98591459838676
1864.0458584831358	710.1310839069025	566.2327578304219	2087.402281569011	167.29016614605976
1860.1720049452142	674.3514456963863	538.2431210804596	2007.7253868230544	163.0167924604047
1856.2981514072926	636.4620156516702	510.59149476630915	1936.367723945705	161.23529919070532
