Time	Mean	Median	Upper	Lower
2019.5	40.01089811831592	30.82465091056809	123.18982726075106	8.628001960517146
2016.7163724852367	39.015300232367004	32.613186288863346	102.7782463102975	12.614891264073666
2013.9327449704733	38.6635654568919	34.324997626124535	90.2162705888023	12.961287784980877
2011.14911745571	196.93835534328957	154.99535157056619	560.5420989278861	46.76518923321906
2008.3654899409466	336.35481685070164	302.49651184545644	761.0439474998552	100.47212882251509
2005.5818624261833	382.4255614893224	348.3806929024627	832.3294804710592	129.84908262133604
2002.79823491142	427.7182944808897	391.5586249547161	914.8177047686574	153.2483174479089
2000.0146073966566	483.28343265160316	443.1320861840132	1019.2225028079166	186.48916273373428
1997.2309798818933	509.9159920916324	467.54679005309424	1063.1943290545805	204.65280199787006
1994.44735236713	524.7062746256405	481.3138974997548	1089.806259913569	213.42288101822254
1991.6637248523666	535.7428397802568	491.8305463846385	1108.0238753168258	220.37279395185726
1988.8800973376033	544.8822022429116	500.44736495854795	1125.5543259063766	225.44008490201378
1986.09646982284	554.6603498799933	510.0148478154961	1140.9736486573465	230.44324209188204
1983.3128423080766	572.1525207248656	527.8756484881759	1165.030494895479	242.83197983330044
1980.5292147933133	595.6052667844373	550.4460852283221	1194.2019160202963	261.40089201204677
1977.74558727855	617.357963327082	571.1870818558983	1229.194587714658	277.0156049066347
1974.9619597637866	634.6811268113537	586.6314851455211	1258.502670377108	292.212265828908
1972.1783322490232	648.6072802422734	598.3726288990456	1283.2294219052974	302.9032017810655
1969.39470473426	665.6687190929456	613.0432172605912	1321.4788971147514	316.8198674744994
1966.6110772194966	678.570049184161	624.0584653469459	1348.1571901580205	324.5108637814818
1963.8274497047332	687.8194150365292	631.7203518016845	1367.4126864195282	329.6323531810977
1961.04382218997	693.5901613514351	636.752926502476	1382.3026058272055	331.2526586382518
1958.2601946752065	698.0979375839787	640.1267183875958	1396.2632649892805	332.4931750567494
1955.4765671604432	701.7265066643523	642.5193737056719	1407.1584485856226	333.338729019146
1952.6929396456799	704.4175000570317	644.474127028419	1415.7063987632648	333.338729019146
1949.9093121309165	707.3135473748574	647.3170810578803	1423.2563219738624	332.4931750567494
1947.1256846161532	711.393508197542	651.1100184242464	1431.4516464670317	330.2987136314106
1944.3420571013899	718.4484531832829	656.041040459667	1459.2904220575117	330.0110767173658
1941.5584295866265	728.9849566923003	663.8054104626468	1497.1218544948763	331.0406457544629
1938.7748020718632	741.0089522429258	671.7173965124197	1552.8028972013744	330.8898474378375
1935.9911745570998	753.2100969604259	679.747450141759	1609.9531880380255	331.5739146338848
1933.2075470423365	764.8695446349664	687.4256202261081	1658.180448768114	331.8485526174553
1930.4239195275732	775.6784212844045	693.746069721375	1711.01221849101	331.7662334886075
1927.6402920128098	785.7343376668676	698.7250399232279	1767.2181814566484	331.35551209461124
1924.8566644980465	794.500812553744	702.9209654311311	1816.981151148855	330.9738486665769
1922.0730369832831	800.9344602144112	705.874578321907	1858.124490038267	329.05751079611787
1919.2894094685198	806.5448820693478	708.4192248727599	1887.2788974324117	327.38105011060185
1916.5057819537565	811.1446226647515	710.1467121633672	1913.7376080740314	324.45690493066866
1913.7221544389931	813.769202239324	710.5370250947785	1931.3693512159557	319.1506875965323
1910.9385269242298	815.8063391874065	711.1310111264097	1960.783922743128	309.61887593416213
1908.1548994094665	817.3679819074813	711.4024943082287	1977.5075753354386	297.9519293930278
1905.371271894703	816.7903820745994	710.660024954549	1989.109366039962	276.0909889784292
1902.5876443799398	815.4584234558682	710.0955653893643	2000.6522632211722	247.0473087942457
1899.8040168651764	812.4436821437342	708.2183144417825	2011.9396265162222	210.43111267918235
1897.020389350413	808.4729705869154	705.8686767367691	2019.3278890291647	180.33958240375696
1894.2367618356498	802.336371976702	702.6741704953145	2021.6946028349525	155.2677671057661
1891.4531343208864	795.3874144348644	698.8790584389247	2025.4744754541493	137.59858708059156
1888.669506806123	786.2999753328652	693.3677121022995	2025.4744754541493	124.42720124840203
1885.8858792913597	775.211772171813	686.4539733145763	2028.1898834809401	113.10006792969968
1883.1022517765964	762.6453726488704	678.0399570030693	2022.8884495863101	106.07226231689663
1880.318624261833	748.5668825751242	667.3635930575416	2021.6946028349525	100.48029778151931
1877.5349967470697	732.7868318045215	655.0844614108934	2016.3796629702504	95.81276884277503
1874.7513692323064	715.6266117785019	641.5778771029676	2009.1490165336786	90.77889520707465
1871.967741717543	697.0860638465443	624.6064757692463	2002.585600490918	86.93373302973308
1869.1841142027797	677.745142090775	604.3306571984446	1993.7101945817897	84.29305549296421
1866.4004866880164	657.7514941821195	580.7244270894606	1982.1730749481699	82.09205050184015
1863.616859173253	636.5011269066085	551.5887090266692	1967.87133425027	80.72965422279945
1860.8332316584897	613.9255179511894	510.1154580289482	1951.3216146719167	78.74095983652519
1858.0496041437264	590.6194571243888	458.3697928919103	1929.9322574683827	77.12575513257367
1855.265976628963	568.647430940542	401.70905733853556	1906.0415562316275	76.51354359538246
1852.4823491141997	547.9353102397465	349.53198487385123	1892.4609050133738	75.59384068679311
1849.6987215994363	526.6261982448484	308.99153221439263	1870.2793088916812	75.09261168705932
1846.915094084673	506.0491646355081	280.8753638779838	1842.0084734485986	74.61936581766143
1844.1314665699097	486.3632255165237	260.90224985785665	1819.4328260660366	73.89026461688735
1841.3478390551463	468.63035703967387	247.18339918525012	1797.7242976610878	73.38994284677366
1838.564211540383	449.6579070479729	235.38594245894436	1761.1737000188523	73.28252987435631
1835.7805840256196	431.9540099358516	226.7459502379448	1729.3334683399898	73.0899197003844
